Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,industry,Summary Quote
INXB,Infinity Cross Border Acquisition Corporation,7.98,57356250,n/a,n/a,Finance,Business Services,http://www.nasdaq.com/symbol/inxb
INXBU,Infinity Cross Border Acquisition Corporation,8.35,0,n/a,n/a,Finance,Business Services,http://www.nasdaq.com/symbol/inxbu
INXBW,Infinity Cross Border Acquisition Corporation,0.6579,0,n/a,n/a,Finance,Business Services,http://www.nasdaq.com/symbol/inxbw
INFI,"Infinity Pharmaceuticals, Inc.",21.57,1034993245,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/infi
IPCC,Infinity Property and Casualty Corporation,60.53,695858811.9,n/a,2003,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/ipcc
INFA,Informatica Corporation,37.89,4101099930,n/a,1999,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/infa
III,"Information Services Group, Inc.",3.53,128930334.2,n/a,n/a,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/iii
IFON,InfoSonics Corp,0.58,8226804.1,n/a,n/a,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/ifon
IMKTA,"Ingles Markets, Incorporated",26.96,613603561,n/a,1987,Consumer Services,Food Chains,http://www.nasdaq.com/symbol/imkta
INWK,"InnerWorkings, Inc.",11.03,562063519.2,n/a,2006,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/inwk
INOD,Innodata Inc.,2.64,66131706.96,n/a,1993,Technology,EDP Services,http://www.nasdaq.com/symbol/inod
IPHS,"Innophos Holdings, Inc.",50.79,1115744156,n/a,2006,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/iphs
IOSP,Innospec Inc.,43.28,1019358389,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/iosp
INOC,Innotrac Corporation,4.25,56293120,n/a,1998,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/inoc
ISSC,"Innovative Solutions and Support, Inc.",8.2,137792980.4,n/a,2000,Technology,EDP Services,http://www.nasdaq.com/symbol/issc
NSIT,"Insight Enterprises, Inc.",19.43,822509438.8,n/a,1995,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/nsit
ISIG,"Insignia Systems, Inc.",2.75,37578059.75,n/a,1991,Consumer Services,Advertising,http://www.nasdaq.com/symbol/isig
INSM,"Insmed, Inc.",15.14,590647085,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/insm
IIIN,"Insteel Industries, Inc.",15.91,288481074.6,n/a,n/a,Capital Goods,Steel/Iron Ore,http://www.nasdaq.com/symbol/iiin
PODD,Insulet Corporation,35.84,1950375634,n/a,2007,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/podd
INSY,"Insys Therapeutics, Inc.",33.88,725268380.8,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/insy
IART,Integra LifeSciences Holdings Corporation,40.75,1144827036,n/a,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/iart
IDTI,"Integrated Device Technology, Inc.",9.37,1404337961,n/a,1984,Technology,Semiconductors,http://www.nasdaq.com/symbol/idti
IESC,"Integrated Electrical Services, Inc.",4.14,62538202.44,n/a,n/a,Capital Goods,Engineering & Construction,http://www.nasdaq.com/symbol/iesc
ISSI,"Integrated Silicon Solution, Inc.",11.34,328420076,n/a,1995,Technology,Semiconductors,http://www.nasdaq.com/symbol/issi
INTC,Intel Corporation,22.985,1.15E+11,n/a,1971,Technology,Semiconductors,http://www.nasdaq.com/symbol/intc
IQNT,"Inteliquent, Inc.",8.76,283181935.8,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/iqnt
IPCI,Intellipharmaceutics International Inc.,1.85,39260581.6,n/a,1994,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ipci
IPAR,"Inter Parfums, Inc.",28.72,884487370.1,n/a,n/a,Consumer Non-Durables,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/ipar
IBKR,"Interactive Brokers Group, Inc.",17.44,871399209.4,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/ibkr
ININ,"Interactive Intelligence Group, Inc.",59.99,1201977757,n/a,1995,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/inin
ICPT,"Intercept Pharmaceuticals, Inc.",50.56,969812696.3,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/icpt
IDCC,"InterDigital, Inc.",37.4,1540239675,n/a,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/idcc
TILE,"Interface, Inc.",18.99,1256362676,n/a,1978,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/tile
IMI,"Intermolecular, Inc.",5.67,256407872.5,n/a,1994,Technology,Semiconductors,http://www.nasdaq.com/symbol/imi
IMCB,Intermountain Community Bancorp,14.7,94716421.8,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/imcb
ITMN,"InterMune, Inc.",15.37,1259509451,n/a,2000,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/itmn
INAP,Internap Network Services Corporation,7.08,380315680.3,n/a,1999,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/inap
IBOC,International Bancshares Corporation,22.03,1480362577,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/iboc
ISCA,International Speedway Corporation,32.47,1509735088,n/a,1996,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/isca
IGLD,Internet Gold Golden Lines Ltd.,6.1,117139434.6,n/a,1999,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/igld
IIJI,"Internet Initiative Japan, Inc.",14.95,1234804220,n/a,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/iiji
PTNT,Internet Patents Corporation,3.35,25969039.2,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/ptnt
INPH,Interphase Corporation,5.17,36247624.82,n/a,1984,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/inph
INTX,"Intersections, Inc.",9.32,168672539.8,n/a,2004,Technology,EDP Services,http://www.nasdaq.com/symbol/intx
ISIL,Intersil Corporation,10.89,1386324051,n/a,1972,Technology,Semiconductors,http://www.nasdaq.com/symbol/isil
IILG,"Interval Leisure Group, Inc.",22.72,1303051754,n/a,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/iilg
IBCA,Intervest Bancshares Corp.,7.29,159841677.2,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ibca
INTT,inTest Corporation,3.95,41367078.1,n/a,1997,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/intt
IVAC,"Intevac, Inc.",6.14,146089867.3,n/a,1985,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/ivac
INTL,INTL FCStone Inc.,20.16,387989481.6,n/a,1981,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/intl
INTLL,INTL FCStone Inc.,25.2501,0,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/intll
IIN,IntriCon Corporation,3.6,20525608.8,n/a,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/iin
INTU,Intuit Inc.,66.32,19692083177,n/a,1993,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/intu
ISRG,"Intuitive Surgical, Inc.",376.97,14969442888,n/a,2000,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/isrg
SNAK,"Inventure Foods, Inc.",9.3,181106033.1,n/a,1996,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/snak
ISBC,"Investors Bancorp, Inc.",21.52,2408340193,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/isbc
ITIC,Investors Title Company,73.14,151666614.7,n/a,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/itic
IPAS,iPass Inc.,1.88,120193192.1,n/a,2003,Technology,EDP Services,http://www.nasdaq.com/symbol/ipas
IPCM,"IPC The Hospitalist Company, Inc.",53.98,909282789.8,n/a,2008,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/ipcm
IPGP,IPG Photonics Corporation,61.36,3162359653,n/a,2006,Technology,Semiconductors,http://www.nasdaq.com/symbol/ipgp
IRIX,IRIDEX Corporation,6.25,61090700,n/a,1996,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/irix
IRDM,Iridium Communications Inc,6.9,528747213.9,n/a,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/irdm
IRDMZ,Iridium Communications Inc,0.7501,0,n/a,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/irdmz
IRBT,iRobot Corporation,35.94,1029876406,n/a,2005,Consumer Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/irbt
IRWD,"Ironwood Pharmaceuticals, Inc.",13.3,1606554694,n/a,2010,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/irwd
ISHG,iShares -3 Year International Treasury Bond ETF,93.4799,158915830,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ishg
EMIF,iShares Emerging Markets Infrastructure ETF,33.19,131100500,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/emif
FCHI,iShares FTSE China (HK Listed) Index Fund,48.6801,29208060,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fchi
IFSM,iShares FTSE Developed Small Cap ex-North America Index Fund,41.292,41292000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ifsm
IFAS,iShares FTSE EPRA/NAREIT Asia Index Fund,34,34000000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ifas
IFEU,iShares FTSE EPRA/NAREIT Europe Index Fund,31.05,20182500,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ifeu
IFGL,iShares FTSE EPRA/NAREIT Global Real Estate ex-U.S. Index Fund,32.95,701835000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ifgl
IFNA,iShares FTSE EPRA/NAREIT North America Index Fund,47.4553,28473180,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ifna
GNMA,iShares GNMA Bond ETF,47.22,23610000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gnma
SOXX,iShares Goldman Sachs Semiconductor Index Fund,66.85,217262500,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/soxx
INDY,iShares India 50 ETF,21.4,401250000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/indy
IGOV,iShares International Treasury Bond ETF,97.39,438255000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/igov
AXFN,iShares MSCI ACWI ex US Financials ETF,25.11,3766500,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/axfn
ACWX,iShares MSCI ACWI ex US Index Fund,44.34,1915488000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/acwx
ACWI,iShares MSCI ACWI Index Fund,53.46,4073652000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/acwi
AAXJ,iShares MSCI All Country Asia ex Japan Index Fund,58.8,2369640000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aaxj
AXJS,iShares MSCI All Country Asia ex Japan Small Cap ETF,55.6192,5561920,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/axjs
AAIT,iShares MSCI All Country Asia Information Technology ETF,29.13,4369500,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aait
EEMA,iShares MSCI Emerging Markets Asia ETF,55.84,33504000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/eema
EMDI,iShares MSCI Emerging Markets Consumer Discretionary ETF,50.98,2549000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/emdi
EEME,iShares MSCI Emerging Markets EMEA ETF,51.748,5174800,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/eeme
EMEY,iShares MSCI Emerging Markets Energy Capped ETF,38.9801,1949005,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/emey
EMFN,iShares MSCI Emerging Markets Financials ETF,24.38,6095000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/emfn
EGRW,iShares MSCI Emerging Markets Growth ETF,55.77,5577000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/egrw
EEML,iShares MSCI Emerging Markets Latin America ETF,44.819,13445700,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/eeml
EMMT,iShares MSCI Emerging Markets Materials ETF,16.62,4986000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/emmt
EVAL,iShares MSCI Emerging Markets Value ETF,46,13800000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/eval
EUFN,iShares MSCI Europe Financials ETF,22.67,197229000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/eufn
FEFN,iShares MSCI Far East Financials ETF,29.95,5990000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fefn
IBB,iShares NASDAQ Biotechnology Index Fund,206.27,3785054500,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ibb
ICLN,iShares S&P Global Clean Energy Index Fund,9.54,40068000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/icln
NUCL,iShares S&P Global Nuclear Index Fund,34.5,8280000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nucl
WOOD,iShares S&P Global Timber &Forestry Index Fund,49.668,327808800,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/wood
ISIS,"Isis Pharmaceuticals, Inc.",31.62,3646031245,n/a,1991,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/isis
ISLE,"Isle of Capri Casinos, Inc.",7.51,297732688.3,n/a,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/isle
ISRL,"Isramco, Inc.",112.51,305767414.4,n/a,1983,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/isrl
ITRI,"Itron, Inc.",39.49,1544526957,n/a,1993,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/itri
ITRN,Ituran Location and Control Ltd.,18.45,433121702,n/a,1984,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/itrn
IVAN,"Ivanhoe Energy, Inc.",0.7505,86175601.88,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/ivan
XXIA,Ixia,15.38,1167765411,n/a,2000,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/xxia
IXYS,IXYS Corporation,9.85,306324815.1,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/ixys
JJSF,J & J Snack Foods Corp.,76.45,1434807255,n/a,1986,Consumer Non-Durables,Specialty Foods,http://www.nasdaq.com/symbol/jjsf
MAYS,"J. W. Mays, Inc.",25.5,51402390,n/a,n/a,Consumer Services,Building operators,http://www.nasdaq.com/symbol/mays
JBHT,"J.B. Hunt Transport Services, Inc.",74.99,8778884251,n/a,n/a,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/jbht
JCOM,"j2 Global, Inc.",51.13,2365785560,n/a,1999,Technology,Telecommunications Equipment,http://www.nasdaq.com/symbol/jcom
JASO,"JA Solar Holdings, Co., Ltd.",9.05,361753125.1,n/a,2007,Technology,Semiconductors,http://www.nasdaq.com/symbol/jaso
JKHY,"Jack Henry & Associates, Inc.",51.56,4396447315,n/a,1985,Technology,EDP Services,http://www.nasdaq.com/symbol/jkhy
JACK,Jack In The Box Inc.,40.38,1748523454,n/a,1996,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/jack
JXSB,Jacksonville Bancorp Inc.,19.44,36470023.2,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/jxsb
JAXB,"Jacksonville Bancorp, Inc.",0.5198,55042467.71,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/jaxb
JAKK,"JAKKS Pacific, Inc.",5.08,113302826.5,n/a,1996,Consumer Non-Durables,Recreational Products/Toys,http://www.nasdaq.com/symbol/jakk
JMBA,"Jamba, Inc.",13.05,222554151.9,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/jmba
JRCC,James River Coal Company,2.34,84382433.46,n/a,n/a,Energy,Coal Mining,http://www.nasdaq.com/symbol/jrcc
JAZZ,Jazz Pharmaceuticals plc,87.49,5087853740,n/a,2007,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/jazz
JDSU,JDS Uniphase Corporation,15.13,3593891795,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/jdsu
JFBI,"Jefferson Bancshares, Inc.",5.5,36306000.5,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/jfbi
JBLU,JetBlue Airways Corporation,6.615,1867592754,n/a,2002,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/jblu
JTPY,JetPay Corporation,4.59,52918541.46,n/a,n/a,Finance,Business Services,http://www.nasdaq.com/symbol/jtpy
JCTCF,Jewett-Cameron Trading Company,13.02,40819366.56,n/a,n/a,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/jctcf
DATE,Jiayuan.com International Ltd.,7.75,248676544,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/date
JST,Jinpan International Limited,7.02,115236501.1,n/a,1998,Consumer Durables,Electrical Products,http://www.nasdaq.com/symbol/jst
JIVE,"Jive Software, Inc.",12.86,884275834.9,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/jive
JOEZ,Joe&#39;s Jeans Inc.,1.22,83469557.4,n/a,n/a,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/joez
JBSS,"John B. Sanfilippo & Son, Inc.",22.33,243842148.6,n/a,1991,Consumer Non-Durables,Specialty Foods,http://www.nasdaq.com/symbol/jbss
JOUT,Johnson Outdoors Inc.,26.78,266123679.1,n/a,n/a,Consumer Non-Durables,Recreational Products/Toys,http://www.nasdaq.com/symbol/jout
JOSB,"Jos. A. Bank Clothiers, Inc.",42.1,1178311303,n/a,1994,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/josb
TAX,JTH Holding Inc. D/B/A Liberty Tax Service,17.13,222362029,n/a,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/tax
KALU,Kaiser Aluminum Corporation,70.94,1327045282,n/a,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/kalu
KBIO,"KaloBios Pharmaceuticals, Inc.",5.78,140436440.4,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kbio
KMDA,Kamada Ltd.,12.9,454010314.2,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kmda
KNDI,"Kandi Technologies Group, Inc.",5.54,204805357,n/a,n/a,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/kndi
KCLI,Kansas City Life Insurance Company,44.61,491725591.3,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/kcli
KCAP,"KCAP Financial, Inc.",8.86,295168941.9,n/a,2006,n/a,n/a,http://www.nasdaq.com/symbol/kcap
KRNY,Kearny Financial,9.48,631192999.2,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/krny
KIPO,"Keating Capital, Inc.",6.73,60383080.98,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kipo
KELYA,"Kelly Services, Inc.",19.44,779852435,n/a,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/kelya
KELYB,"Kelly Services, Inc.",19.301,67060552.46,n/a,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/kelyb
KFFB,Kentucky First Federal Bancorp,8.2299,70194397.24,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/kffb
KERX,"Keryx Biopharmaceuticals, Inc.",9.25,756793069.8,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kerx
KEQU,Kewaunee Scientific Corporation,16.45,42749996.8,n/a,n/a,Capital Goods,Medical Specialities,http://www.nasdaq.com/symbol/kequ
KTEC,"Key Technology, Inc.",13.63,84080784.89,n/a,1993,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/ktec
KTCC,Key Tronic Corporation,9.67,101628683,n/a,1983,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/ktcc
KFRC,"Kforce, Inc.",17.29,579762280.4,n/a,1995,Technology,Professional Services,http://www.nasdaq.com/symbol/kfrc
KBALB,"Kimball International, Inc.",10.09,384226574.4,n/a,1976,Technology,Electrical Products,http://www.nasdaq.com/symbol/kbalb
KGJI,Kingold Jewelry Inc.,1.15,73938348.4,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/kgji
KINS,"Kingstone Companies, Inc",5.19,19778565.81,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/kins
KONE,Kingtone Wirelessinfo Solution Holding Ltd,2.8785,4044292.5,n/a,2010,Technology,EDP Services,http://www.nasdaq.com/symbol/kone
KIOR,"KiOR, Inc.",1.87,103079045.1,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/kior
KIPS,"Kips Bay Medical, Inc.",0.72,19424936.88,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/kips
KIRK,"Kirkland&#39;s, Inc.",19.22,328386289.1,n/a,2002,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/kirk
KLAC,KLA-Tencor Corporation,59.63,9882593853,n/a,1980,Capital Goods,Electronic Components,http://www.nasdaq.com/symbol/klac
VLCCF,Knightsbridge Tankers Limited,9.61,235176506.2,n/a,1997,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/vlccf
KONA,"Kona Grill, Inc.",11.51,98770175.99,n/a,2005,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/kona
KONG,KongZhong Corporation,13.45,564260331.5,n/a,2004,Technology,Telecommunications Equipment,http://www.nasdaq.com/symbol/kong
KOPN,Kopin Corporation,3.52,235555316.5,n/a,1992,Technology,Semiconductors,http://www.nasdaq.com/symbol/kopn
KOSS,Koss Corporation,5.1001,37652538.87,n/a,n/a,Consumer Non-Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/koss
KRFT,"Kraft Foods Group, Inc.",53.12,31636235379,n/a,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/krft
KWEB,KraneShares Trust KraneShares CSI China Internet ETF,28.82,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kweb
KTOS,"Kratos Defense & Security Solutions, Inc.",9.05,515900191.3,n/a,n/a,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/ktos
KUTV,"Ku6 Media Co., Ltd.",1.5499,73258322,n/a,n/a,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/kutv
KLIC,"Kulicke and Soffa Industries, Inc.",11.52,867197237.8,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/klic
KVHI,"KVH Industries, Inc.",13.09,203830411.4,n/a,1996,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/kvhi
KYTH,"Kythera Biopharmaceuticals, Inc.",32.74,610316554.9,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kyth
LLEN,"L&L Energy, Inc.",3.04,117189820.3,n/a,n/a,Energy,Coal Mining,http://www.nasdaq.com/symbol/llen
FSTR,L.B. Foster Company,44.68,461297319.6,n/a,n/a,Basic Industries,Metal Fabrications,http://www.nasdaq.com/symbol/fstr
LSBK,"Lake Shore Bancorp, Inc.",11.4996,68073469.14,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/lsbk
LBAI,"Lakeland Bancorp, Inc.",11.16,398862774.7,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/lbai
LKFN,Lakeland Financial Corporation,32.91,541361470,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/lkfn
LAKE,"Lakeland Industries, Inc.",4.1,24270897.1,n/a,1986,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/lake
LACO,"Lakes Entertainment, Inc.",4.1,108407837.6,n/a,n/a,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/laco
LRCX,Lam Research Corporation,50.21,8191760345,n/a,1984,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/lrcx
LAMR,Lamar Advertising Company,43.78,4136922015,n/a,1996,Technology,Advertising,http://www.nasdaq.com/symbol/lamr
LANC,Lancaster Colony Corporation,74.77,2043015480,n/a,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/lanc
LNDC,Landec Corporation,13.3,352159594.5,n/a,1996,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/lndc
LARK,Landmark Bancorp Inc.,19.67,57747835.11,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/lark
LSTR,"Landstar System, Inc.",57.64,2634132668,n/a,1993,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/lstr
LTRX,"Lantronix, Inc.",1.42,20703264.88,n/a,2000,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/ltrx
LPSB,"LaPorte Bancorp, Inc.",10.3,63937105.8,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/lpsb
LSCC,Lattice Semiconductor Corporation,4.93,572358441.7,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/lscc
LAWS,"Lawson Products, Inc.",11.5,99485568.5,n/a,1970,Consumer Durables,Industrial Specialties,http://www.nasdaq.com/symbol/laws
LAYN,Layne Christensen Company,20.04,398507103.4,n/a,1992,Basic Industries,Engineering & Construction,http://www.nasdaq.com/symbol/layn
LCAV,LCA-Vision Inc.,3.58,68882135.6,n/a,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/lcav
LCNB,LCNB Corporation,20.14,153790147.7,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/lcnb
GAGA,Le Gaga Holdings Limited,3.66,167000698,n/a,2010,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/gaga
LBIX,Leading Brands Inc,4.74,13946734.26,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/lbix
LEAP,"Leap Wireless International, Inc.",15.65,1241746277,n/a,1985,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/leap
LTRE,"Learning Tree International, Inc.",3.88,51283837.92,n/a,1995,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/ltre
LGCY,Legacy Reserves LP,26.94,1549498955,n/a,1996,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/lgcy
LMAT,"LeMaitre Vascular, Inc.",6.67,101745687.4,n/a,2006,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/lmat
LXRX,"Lexicon Pharmaceuticals, Inc.",2.235,1147568398,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/lxrx
LHCG,LHC Group,23.12,406779429.9,n/a,2005,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/lhcg
